ward code,ward name,local authority code,local authority name,All usual residents,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 14 years,Aged 15 to 19 years,Aged 20 to 24 years,Aged 25 to 29 years,Aged 30 to 34 years,Aged 35 to 39 years,Aged 40 to 44 years,Aged 45 to 49 years,Aged 50 to 54 years,Aged 55 to 59 years,Aged 60 to 64 years,Aged 65 to 69 years,Aged 70 to 74 years,Aged 75 to 79 years,Aged 80 to 84 years,Aged 85 years and over
E05013935,Hook & Chessington North,E09000021,Kingston upon Thames,10730,596,723,716,588,571,608,727,767,845,745,737,772,611,468,455,342,228,231
E05013936,King George's & Sunray,E09000021,Kingston upon Thames,5784,326,382,403,364,333,361,377,420,405,432,415,375,318,256,247,176,104,90
E05013937,Kingston Gate,E09000021,Kingston upon Thames,10971,738,833,832,600,599,684,847,860,994,987,779,592,471,332,326,227,141,129
E05013938,Kingston Town,E09000021,Kingston upon Thames,10369,547,449,395,633,1800,911,914,869,757,643,576,467,393,301,279,186,129,120
E05013939,Motspur Park & Old Malden East,E09000021,Kingston upon Thames,7027,374,393,420,381,357,366,384,481,522,515,512,487,413,358,379,262,217,206
E05013940,New Malden Village,E09000021,Kingston upon Thames,9904,597,660,689,500,462,521,683,788,881,796,707,665,485,424,388,261,197,200
E05013941,Norbiton,E09000021,Kingston upon Thames,11109,739,742,770,720,1064,844,943,909,874,806,678,542,388,371,305,183,122,109
E05013942,Old Malden,E09000021,Kingston upon Thames,6654,323,411,405,370,389,359,377,400,492,472,441,472,424,334,406,248,172,159
E05013943,St Mark's & Seething Wells,E09000021,Kingston upon Thames,11822,664,496,412,659,1115,1198,1361,1212,936,866,690,498,469,323,365,242,157,159
E05013944,Surbiton Hill,E09000021,Kingston upon Thames,10807,649,579,466,386,605,1019,1122,1020,934,757,649,549,445,397,404,303,220,303
E05013945,Tolworth,E09000021,Kingston upon Thames,11071,755,808,742,614,547,719,780,999,932,871,778,676,479,409,365,255,175,167
E05013946,Tudor,E09000021,Kingston upon Thames,7194,325,593,687,462,270,223,230,381,643,677,601,531,425,312,328,202,146,158
E05014095,Brixton Acre Lane,E09000022,Lambeth,15265,480,428,487,420,1680,3481,2095,1252,927,737,843,746,549,361,273,196,159,151
E05014096,Brixton North,E09000022,Lambeth,16188,653,779,895,930,1572,2245,1864,1192,1046,1024,1071,958,752,397,309,222,155,124
E05014097,Brixton Rush Common,E09000022,Lambeth,14610,740,743,783,755,1045,2175,1653,1153,1039,941,1042,896,571,370,267,185,134,118
E05014098,Brixton Windrush,E09000022,Lambeth,9900,421,408,383,441,1037,1767,1211,774,540,571,612,620,439,218,166,122,109,61
E05014099,Clapham Common & Abbeville,E09000022,Lambeth,10042,515,431,421,282,1022,2059,1178,743,631,607,524,514,348,227,229,138,73,100
E05014100,Clapham East,E09000022,Lambeth,9956,365,354,354,354,1331,2298,1212,685,513,464,494,454,382,217,154,122,102,101
E05014101,Clapham Park,E09000022,Lambeth,13228,614,595,594,582,1167,2035,1640,1124,965,835,854,799,466,328,233,161,132,104
E05014102,Clapham Town,E09000022,Lambeth,15522,597,621,549,473,1634,2958,1984,1204,1020,904,879,767,612,425,341,244,167,143
E05014103,Gipsy Hill,E09000022,Lambeth,10730,732,700,704,556,509,812,1164,972,868,795,776,628,510,339,266,149,150,100
E05014104,Herne Hill & Loughborough Junction,E09000022,Lambeth,15990,800,783,852,841,1218,2127,1948,1227,1076,1099,1070,1014,648,461,334,212,161,119
E05014105,Kennington,E09000022,Lambeth,15067,686,714,798,728,1228,1925,1466,1169,1046,934,1057,1035,708,536,389,270,212,166
E05014106,Knight's Hill,E09000022,Lambeth,16535,1070,1052,1031,950,898,1256,1474,1377,1290,1284,1316,1104,780,551,400,288,227,187
E05014107,Myatt's Fields,E09000022,Lambeth,11067,513,527,570,588,912,1445,1211,967,746,646,736,687,552,402,207,144,123,91
E05014108,Oval,E09000022,Lambeth,12175,471,408,450,519,1220,2143,1422,916,739,731,786,655,487,403,280,206,173,166
E05014109,St Martin's,E09000022,Lambeth,10380,550,580,637,642,698,1065,1119,898,847,780,777,643,450,246,188,102,87,71
E05014110,Stockwell East,E09000022,Lambeth,10364,423,396,391,430,942,1853,1270,872,683,602,679,579,414,261,234,129,111,95
E05014111,Stockwell West & Larkhall,E09000022,Lambeth,16541,697,796,975,837,1513,2420,1787,1283,1115,1078,1184,958,716,433,292,179,140,138
E05014112,Streatham Common & Vale,E09000022,Lambeth,17326,1021,890,986,866,1031,1581,1774,1480,1373,1276,1047,1073,850,652,517,347,309,253
E05014113,Streatham Hill East,E09000022,Lambeth,10226,530,507,539,549,636,1102,1295,938,863,719,632,569,431,242,222,157,133,162
E05014114,Streatham Hill West & Thornton,E09000022,Lambeth,10577,630,572,471,360,664,1576,1444,983,913,645,607,498,373,269,206,152,127,87
E05014115,Streatham St Leonard's,E09000022,Lambeth,16037,937,846,811,604,941,1967,1995,1672,1310,1162,1077,807,544,422,321,258,187,176
E05014116,Streatham Wells,E09000022,Lambeth,9879,543,540,475,386,520,1150,1210,998,803,709,640,547,380,303,238,159,140,138
E05014117,Vauxhall,E09000022,Lambeth,9633,350,296,310,493,1356,1683,1138,851,643,546,562,480,317,214,139,102,78,75
E05014118,Waterloo & South Bank,E09000022,Lambeth,8872,254,263,290,770,1464,1222,846,640,517,490,428,459,363,280,226,150,112,98
E05014119,West Dulwich,E09000022,Lambeth,11505,681,701,720,565,523,968,1117,1055,936,834,802,699,529,417,412,255,143,148
E05013714,Bellingham,E09000023,Lewisham,11630,733,840,936,757,670,804,838,880,899,770,871,902,695,391,246,167,138,93
E05013715,Blackheath,E09000023,Lewisham,16222,924,902,814,680,884,1550,1755,1550,1325,1164,1118,1035,732,488,451,350,246,254
E05013716,Brockley,E09000023,Lewisham,17939,1003,956,753,949,1663,2259,2256,1755,1368,1268,981,904,625,376,303,229,162,129
E05013717,Catford South,E09000023,Lewisham,17251,1089,1142,1057,1068,1098,1182,1234,1256,1258,1081,1246,1325,938,680,550,379,367,301
E05013718,Crofton Park,E09000023,Lewisham,15490,1178,1002,791,709,714,1306,1571,1585,1451,1166,948,857,680,470,403,261,224,174
E05013719,Deptford,E09000023,Lewisham,16340,821,871,884,870,1564,2114,2026,1422,1089,951,1005,953,611,423,260,198,183,95
E05013720,Downham,E09000023,Lewisham,18768,1104,1338,1561,1350,1113,1162,1264,1527,1378,1388,1393,1292,916,638,478,333,267,266
E05013721,Evelyn,E09000023,Lewisham,14972,795,770,813,731,1222,2098,2177,1545,1021,872,932,741,457,292,191,125,118,72
E05013722,Forest Hill,E09000023,Lewisham,15174,962,939,940,713,683,1288,1692,1343,1229,1224,1047,860,723,491,394,273,187,186
E05013723,Grove Park,E09000023,Lewisham,15597,1008,984,953,818,814,1140,1261,1331,1194,1027,1074,1075,859,624,525,370,261,279
E05013724,Hither Green,E09000023,Lewisham,20248,1467,1176,1231,1095,1105,1590,1903,1879,1743,1375,1424,1354,979,571,468,353,287,248
E05013725,Ladywell,E09000023,Lewisham,15226,948,861,881,722,960,1405,1466,1373,1167,1170,1059,962,744,439,376,292,196,205
E05013726,Lee Green,E09000023,Lewisham,15007,1111,999,873,726,643,1058,1409,1385,1333,1175,1063,877,675,486,438,328,223,205
E05013727,Lewisham Central,E09000023,Lewisham,8381,503,343,309,398,664,1285,1454,1014,618,431,374,355,244,137,107,65,43,37
E05013728,New Cross Gate,E09000023,Lewisham,10918,647,701,659,697,1037,1224,1145,921,845,700,682,581,433,241,137,113,78,77
E05013729,Perry Vale,E09000023,Lewisham,18328,1332,1198,1079,834,921,1393,1793,1848,1518,1288,1201,1206,812,610,486,330,234,245
E05013730,Rushey Green,E09000023,Lewisham,18783,1395,1088,1016,883,971,1694,2052,1878,1568,1331,1252,1140,796,535,391,291,242,260
E05013731,Sydenham,E09000023,Lewisham,17353,1162,1103,1073,843,809,1184,1606,1624,1470,1228,1204,1109,797,600,571,380,292,298
E05013732,Telegraph Hill,E09000023,Lewisham,16909,955,956,958,804,1271,1823,1958,1414,1275,1201,1116,1053,792,503,291,242,159,138
E05013810,Abbey,E09000024,Merton,10267,733,583,475,342,518,1246,1275,1116,950,753,617,498,328,266,233,146,85,103
E05013811,Cannon Hill,E09000024,Merton,9941,607,619,614,488,493,558,671,821,857,701,664,645,543,443,453,293,246,225
E05013812,Colliers Wood,E09000024,Merton,11579,689,527,439,379,685,1552,1628,1246,995,719,682,520,433,313,301,170,157,144
E05013813,Cricket Green,E09000024,Merton,12131,819,823,891,754,716,836,955,966,994,846,852,734,596,414,342,226,174,193
E05013814,Figge's Marsh,E09000024,Merton,11084,700,752,809,690,621,836,942,926,887,809,774,629,519,417,305,200,136,132
E05013815,Graveney,E09000024,Merton,11790,756,640,629,559,705,1136,1151,1098,1015,755,723,677,576,407,325,271,202,165
E05013816,Hillside,E09000024,Merton,8518,476,448,379,273,309,846,866,821,751,626,531,444,411,354,332,222,204,225
E05013817,Lavender Fields,E09000024,Merton,11574,666,738,672,616,657,1065,1186,1120,1035,810,781,683,552,333,279,158,126,97
E05013818,Longthornton,E09000024,Merton,11827,748,756,772,701,651,822,1006,1092,975,820,795,681,581,468,333,247,205,174
E05013819,Lower Morden,E09000024,Merton,11511,691,660,724,651,607,672,756,823,877,751,841,847,654,531,538,352,279,257
E05013820,Merton Park,E09000024,Merton,8301,433,540,564,406,404,460,515,613,688,636,608,491,418,407,397,286,230,205
E05013821,Pollards Hill,E09000024,Merton,11863,703,829,906,831,790,837,850,865,824,794,825,835,672,413,347,228,169,145
E05013822,Ravensbury,E09000024,Merton,9481,593,582,623,497,576,691,712,764,709,680,648,619,519,340,313,229,205,181
E05013823,Raynes Park,E09000024,Merton,12269,863,776,711,507,452,928,1191,1235,1151,967,763,645,504,442,427,278,219,210
E05013824,St Helier,E09000024,Merton,11119,679,692,770,661,682,859,965,926,926,811,858,673,481,301,299,200,178,158
E05013825,Village,E09000024,Merton,11481,484,670,751,604,425,608,584,622,840,952,867,793,740,654,662,498,348,379
E05013826,Wandle,E09000024,Merton,6292,453,333,291,194,338,676,847,687,533,454,384,306,229,194,157,79,67,70
E05013827,West Barnes,E09000024,Merton,10498,660,701,668,529,474,640,732,905,945,847,723,635,524,445,402,257,202,209
E05013828,Wimbledon Park,E09000024,Merton,11055,848,771,720,542,550,919,1016,999,968,819,793,560,474,358,305,205,116,92
E05013829,Wimbledon Town & Dundonald,E09000024,Merton,12685,941,877,745,458,531,1048,1295,1325,1195,971,779,665,500,399,369,209,187,191
E05013904,Beckton,E09000025,Newham,15297,949,981,1061,920,1117,1291,1560,1350,1293,1109,963,820,637,503,324,165,136,118
E05013905,Boleyn,E09000025,Newham,15562,1202,1159,1146,1189,1166,1350,1420,1351,1225,1104,1021,714,492,370,225,183,141,104
E05013906,Canning Town North,E09000025,Newham,10650,564,633,618,697,1009,1301,1199,867,760,645,659,527,412,260,204,136,98,61
E05013907,Canning Town South,E09000025,Newham,7068,355,384,390,380,627,1147,968,723,460,349,349,282,237,147,125,77,39,29
E05013908,Custom House,E09000025,Newham,17705,1130,1167,1263,1137,1344,1622,1720,1606,1383,1106,1155,1073,690,505,312,207,152,133
E05013909,East Ham,E09000025,Newham,15041,1050,1166,1112,1050,1075,1159,1235,1274,1339,1052,947,676,558,495,341,201,186,125
E05013910,East Ham South,E09000025,Newham,18048,1260,1506,1643,1417,1358,1209,1268,1548,1415,1394,1233,876,665,435,297,216,149,159
E05013911,Forest Gate North,E09000025,Newham,10815,755,667,680,618,719,930,993,1084,889,739,692,632,517,343,227,136,98,96
E05013912,Forest Gate South,E09000025,Newham,17394,1165,1134,1070,1069,1336,1578,1781,1674,1446,1184,1007,835,677,497,374,214,183,170
E05013913,Green Street East,E09000025,Newham,16820,1357,1299,1279,1134,1314,1519,1554,1428,1311,1097,872,795,632,481,284,197,152,115
E05013914,Green Street West,E09000025,Newham,15878,1318,1049,1016,922,1233,1352,1678,1581,1346,911,776,652,649,468,353,224,192,158
E05013915,Little Ilford,E09000025,Newham,18095,1381,1527,1599,1444,1368,1280,1423,1476,1440,1242,1073,829,682,465,304,210,170,182
E05013916,Manor Park,E09000025,Newham,15762,1123,1231,1201,1129,1049,1205,1418,1446,1338,1095,887,726,614,456,329,192,173,150
E05013917,Maryland,E09000025,Newham,12742,810,670,649,679,1116,1344,1413,1199,1028,836,802,591,549,368,245,188,133,122
E05013918,Plaistow North,E09000025,Newham,17672,1302,1254,1241,1150,1267,1458,1731,1537,1350,1259,1071,835,657,529,425,250,191,165
E05013919,Plaistow South,E09000025,Newham,13451,854,986,1089,911,920,1099,1133,1169,1065,1029,892,725,557,394,265,155,135,73
E05013920,Plaistow West & Canning Town East,E09000025,Newham,16890,1117,1163,1144,1121,1306,1463,1535,1436,1332,1197,1133,924,715,447,343,191,170,153
E05013921,Plashet,E09000025,Newham,11619,881,807,763,696,989,1013,1073,1063,843,691,633,565,511,425,201,163,165,137
E05013922,Royal Albert,E09000025,Newham,10170,748,648,615,614,962,1148,1192,1045,784,606,576,407,306,183,115,94,72,55
E05013923,Royal Victoria,E09000025,Newham,14515,1089,608,426,408,1117,2756,3005,2016,1022,652,543,387,209,122,58,58,22,17
E05013924,Stratford,E09000025,Newham,15756,835,673,582,618,1823,2940,2418,1720,1086,751,688,560,376,244,176,122,90,54
E05013925,Stratford Olympic Park,E09000025,Newham,11859,619,588,506,747,1600,2818,1961,1219,641,436,301,162,128,60,43,14,9,7
E05013926,Wall End,E09000025,Newham,16593,1063,1212,1291,1194,1207,1355,1416,1379,1359,1313,1143,805,645,461,309,198,138,105
E05013927,West Ham,E09000025,Newham,15708,931,842,894,929,1276,1721,1634,1344,1244,992,1027,905,652,453,369,212,170,113
E05011234,Aldborough,E09000026,Redbridge,15579,1007,1089,1110,923,945,1142,1263,1346,1316,1032,959,842,636,635,450,359,241,284
E05011235,Barkingside,E09000026,Redbridge,15236,924,1027,1011,863,978,1077,1246,1269,1139,941,893,908,856,593,528,345,295,343
E05011236,Bridge,E09000026,Redbridge,13364,810,814,842,718,651,838,1003,1118,1106,960,914,905,785,536,541,356,239,228
E05011237,Chadwell,E09000026,Redbridge,16622,1230,1387,1391,1135,1061,1042,1181,1528,1353,1149,975,916,678,501,335,239,210,311
E05011238,Churchfields,E09000026,Redbridge,15681,1052,1043,992,857,787,1003,1142,1397,1271,1207,1072,984,857,577,530,352,266,292
E05011239,Clayhall,E09000026,Redbridge,13781,646,766,936,1083,1019,963,878,844,1091,923,981,802,764,622,534,373,282,274
E05011240,Clementswood,E09000026,Redbridge,13791,1034,1048,1046,952,1031,1066,1219,1079,1026,835,851,688,580,460,344,212,158,162
E05011241,Cranbrook,E09000026,Redbridge,13199,769,824,841,873,830,1038,1117,1059,1016,882,819,655,644,557,451,306,249,269
E05011242,Fairlop,E09000026,Redbridge,14759,983,1023,995,808,886,1066,1229,1241,1219,992,974,830,685,501,480,394,233,220
E05011243,Fullwell,E09000026,Redbridge,15965,908,1085,1158,1047,984,1001,1036,1228,1230,1040,1060,1005,850,649,577,398,367,342
E05011244,Goodmayes,E09000026,Redbridge,15158,1187,1120,1041,970,1041,1213,1329,1449,1179,971,857,732,620,545,364,248,166,126
E05011245,Hainault,E09000026,Redbridge,15709,1191,1071,1095,890,863,1134,1339,1391,1316,1058,1015,878,651,499,476,350,231,261
E05011246,Ilford Town,E09000026,Redbridge,12134,1209,1133,881,709,740,1005,1399,1332,1054,730,584,398,317,211,145,89,121,77
E05011247,Loxford,E09000026,Redbridge,15060,1238,1279,1250,1142,1108,1042,1308,1272,1252,1077,845,650,506,358,258,160,164,151
E05011248,Mayfield,E09000026,Redbridge,15996,1146,1144,1367,1309,1112,1049,1169,1226,1092,1198,969,792,686,510,428,316,240,243
E05011249,Monkhams,E09000026,Redbridge,9553,467,554,583,501,443,453,496,604,703,667,695,699,583,518,564,414,305,304
E05011250,Newbury,E09000026,Redbridge,14330,911,990,1068,1059,1095,1071,1025,1030,1103,1006,934,802,675,511,400,255,206,189
E05011251,Seven Kings,E09000026,Redbridge,15153,1108,1152,1103,1073,959,1121,1278,1369,1215,1043,839,724,608,530,381,260,221,169
E05011252,South Woodford,E09000026,Redbridge,12498,794,793,634,535,542,905,1165,1197,1060,872,810,727,611,512,477,334,283,247
E05011253,Valentines,E09000026,Redbridge,15546,1221,1148,956,962,1029,1202,1421,1416,1269,1038,924,748,661,526,363,254,198,210
E05011254,Wanstead Park,E09000026,Redbridge,8154,549,545,498,415,353,412,549,644,652,583,579,524,478,415,387,254,176,141
E05011255,Wanstead Village,E09000026,Redbridge,12975,797,679,650,483,524,886,1102,1190,1132,903,859,777,783,497,622,399,301,391
E05013774,Barnes,E09000027,Richmond upon Thames,10450,489,617,757,609,440,467,519,589,793,871,852,860,625,494,532,392,282,262
E05013775,East Sheen,E09000027,Richmond upon Thames,10676,691,880,838,524,384,395,526,753,937,899,845,721,541,447,479,368,224,224
E05013776,Fulwell & Hampton Hill,E09000027,Richmond upon Thames,10730,578,759,804,495,464,540,652,763,921,955,810,767,573,452,472,309,203,213
E05013777,"Ham, Petersham & Richmond Riverside",E09000027,Richmond upon Thames,10827,603,793,890,615,374,424,536,701,942,943,869,771,548,452,478,390,262,236
E05013778,Hampton,E09000027,Richmond upon Thames,9979,525,618,643,465,384,421,561,630,784,808,808,787,594,516,559,368,241,267
E05013779,Hampton North,E09000027,Richmond upon Thames,10019,540,637,655,530,429,490,537,651,810,749,736,773,599,546,535,320,251,231
E05013780,Hampton Wick & South Teddington,E09000027,Richmond upon Thames,10754,532,644,738,596,424,559,600,708,859,910,884,816,662,521,480,332,249,240
E05013781,Heathfield,E09000027,Richmond upon Thames,10401,585,708,724,649,584,543,617,772,823,741,771,656,536,450,462,327,227,226
E05013782,Kew,E09000027,Richmond upon Thames,11793,665,719,698,539,456,669,856,956,998,940,955,825,611,457,515,376,294,264
E05013783,Mortlake & Barnes Common,E09000027,Richmond upon Thames,11802,923,825,696,458,388,646,941,1079,1028,967,897,758,541,419,488,336,215,197
E05013784,North Richmond,E09000027,Richmond upon Thames,10865,693,748,691,447,377,661,830,983,975,916,813,655,535,383,474,303,210,171
E05013785,St Margarets & North Twickenham,E09000027,Richmond upon Thames,11650,742,820,809,611,458,636,805,928,1034,1148,953,787,520,436,381,258,179,145
E05013786,South Richmond,E09000027,Richmond upon Thames,11073,586,658,632,450,401,717,881,955,913,811,866,761,574,448,515,387,249,269
E05013787,South Twickenham,E09000027,Richmond upon Thames,10826,594,654,688,911,716,555,627,720,824,871,831,761,512,462,445,309,170,176
E05013788,Teddington,E09000027,Richmond upon Thames,10572,583,608,577,492,515,549,597,751,835,846,877,807,617,503,561,404,216,234
E05013789,Twickenham Riverside,E09000027,Richmond upon Thames,11298,566,647,757,530,484,710,822,842,998,1001,904,724,555,467,461,342,209,279
E05013790,West Twickenham,E09000027,Richmond upon Thames,11104,663,799,947,679,469,474,585,777,1003,1033,954,754,522,424,413,259,160,189
E05013791,Whitton,E09000027,Richmond upon Thames,10443,544,657,701,549,513,516,593,768,873,822,788,680,586,489,466,373,235,290
E05011095,Borough & Bankside,E09000028,Southwark,9336,299,261,277,954,1279,1300,1053,738,525,485,537,506,370,252,195,115,100,90
E05011096,Camberwell Green,E09000028,Southwark,15248,801,718,855,792,1063,1876,1722,1276,1062,1067,1015,960,700,429,366,208,194,144
E05011097,Champion Hill,E09000028,Southwark,9434,529,567,588,457,558,1027,1042,821,737,653,624,637,421,260,194,127,100,92
E05011098,Chaucer,E09000028,Southwark,15013,644,651,773,1040,2088,2271,1469,1233,956,911,792,722,586,307,235,138,103,94
E05011099,Dulwich Hill,E09000028,Southwark,9712,665,583,511,409,569,917,999,888,850,788,555,553,528,283,251,143,109,111
E05011100,Dulwich Village,E09000028,Southwark,10098,574,725,846,571,408,602,530,621,791,845,753,755,585,451,399,263,188,191
E05011101,Dulwich Wood,E09000028,Southwark,10280,645,707,724,648,416,726,873,840,854,811,659,618,490,368,330,263,159,149
E05011102,Faraday,E09000028,Southwark,12490,729,766,753,841,1012,1386,1130,986,908,877,837,761,548,303,259,150,125,119
E05011103,Goose Green,E09000028,Southwark,13723,993,767,622,443,482,1679,1865,1429,1134,954,796,711,590,415,305,217,170,151
E05011104,London Bridge & West Bermondsey,E09000028,Southwark,14884,613,593,591,603,1546,2542,2132,1326,988,889,837,778,491,326,242,154,104,129
E05011105,Newington,E09000028,Southwark,13862,617,686,803,833,1203,1617,1427,1047,924,880,967,886,634,436,357,242,142,161
E05011106,North Bermondsey,E09000028,Southwark,15493,674,710,675,639,1215,2281,2149,1468,1068,975,958,814,559,403,374,206,153,172
E05011107,North Walworth,E09000028,Southwark,15671,699,659,744,872,2042,2458,1908,1336,1029,827,860,728,523,310,260,172,126,118
E05011108,Nunhead & Queen's Road,E09000028,Southwark,15603,916,808,768,699,1053,1939,1956,1366,1017,963,1032,931,692,405,401,262,215,180
E05011109,Old Kent Road,E09000028,Southwark,18579,1071,1132,1183,1157,1434,1882,1765,1388,1365,1254,1378,1161,932,466,356,263,234,158
E05011110,Peckham,E09000028,Southwark,14766,779,825,920,920,1280,1607,1483,1055,940,970,1090,959,795,421,291,168,148,115
E05011111,Peckham Rye,E09000028,Southwark,10192,781,659,699,437,488,856,1012,992,819,750,697,627,504,331,205,135,109,91
E05011112,Rotherhithe,E09000028,Southwark,15419,764,816,715,616,1265,2352,2127,1469,1094,873,856,747,544,434,302,183,121,141
E05011113,Rye Lane,E09000028,Southwark,14258,816,742,725,611,934,1793,1757,1260,1042,921,961,821,567,397,303,256,181,171
E05011114,St George's,E09000028,Southwark,8143,307,334,345,546,1253,1166,932,662,484,405,488,413,292,190,113,90,72,51
E05011115,St Giles,E09000028,Southwark,16426,884,832,814,1006,1292,2000,1893,1331,1175,1048,1159,945,689,480,341,243,159,135
E05011116,South Bermondsey,E09000028,Southwark,15956,852,823,875,790,1607,1925,1769,1361,1083,987,1067,930,626,386,326,198,187,164
E05011117,Surrey Docks,E09000028,Southwark,13184,737,533,433,308,982,2086,1980,1625,1027,796,648,588,498,357,273,149,90,74
E05013754,Beddington,E09000029,Sutton,11009,620,646,778,687,571,604,678,767,837,866,833,819,607,486,498,303,201,208
E05013755,Belmont,E09000029,Sutton,11520,666,778,755,520,496,676,744,878,958,836,834,728,592,513,560,424,278,284
E05013756,Carshalton Central,E09000029,Sutton,11671,734,818,739,553,469,649,744,911,1043,883,868,773,623,516,472,340,256,280
E05013757,Carshalton South & Clockhouse,E09000029,Sutton,10075,499,684,777,635,454,400,470,597,829,775,761,719,644,519,493,385,210,224
E05013758,Cheam,E09000029,Sutton,10837,514,639,707,639,520,560,500,570,767,802,775,795,669,565,599,470,353,393
E05013759,Hackbridge,E09000029,Sutton,6820,640,470,403,282,290,624,874,801,583,409,384,345,245,159,121,77,65,48
E05013760,North Cheam,E09000029,Sutton,11652,646,779,868,693,582,640,636,925,942,837,781,780,643,499,509,386,243,263
E05013761,St Helier East,E09000029,Sutton,8443,533,643,700,575,463,507,628,689,620,665,649,542,402,257,221,144,101,104
E05013762,St Helier West,E09000029,Sutton,12288,738,859,969,856,744,787,838,936,991,887,971,820,598,418,311,218,184,163
E05013763,South Beddington & Roundshaw,E09000029,Sutton,10821,539,714,833,733,629,613,629,669,754,752,817,759,592,480,523,353,248,184
E05013764,Stonecot,E09000029,Sutton,7777,405,501,492,465,411,387,442,544,611,559,564,568,424,406,386,231,192,189
E05013765,Sutton Central,E09000029,Sutton,12357,974,889,782,530,594,1067,1282,1236,1136,908,737,661,412,350,286,206,165,142
E05013766,Sutton North,E09000029,Sutton,11298,657,778,854,608,547,583,736,860,910,823,794,735,547,512,475,356,229,294
E05013767,Sutton South,E09000029,Sutton,12183,781,812,656,432,400,957,1169,1237,1054,857,727,660,515,475,476,309,285,381
E05013768,Sutton West & East Cheam,E09000029,Sutton,11501,735,811,746,526,495,740,910,995,1013,834,796,706,604,449,402,287,230,222
E05013769,The Wrythe,E09000029,Sutton,10710,694,739,746,597,519,623,901,929,869,715,734,686,526,399,379,231,230,193
E05013770,Wallington North,E09000029,Sutton,11950,783,838,748,603,556,697,882,1054,1012,858,878,753,564,490,461,332,227,214
E05013771,Wallington South,E09000029,Sutton,11222,650,750,780,598,493,609,708,833,873,796,758,704,625,482,500,376,281,406
E05013772,Worcester Park North,E09000029,Sutton,8317,566,616,617,454,386,407,595,730,754,731,580,521,360,297,254,212,127,110
E05013773,Worcester Park South,E09000029,Sutton,7167,401,474,419,336,331,328,375,470,565,479,480,532,475,341,433,257,215,256
E05009317,Bethnal Green,E09000030,Tower Hamlets,21205,1303,1343,1218,1949,2192,2647,2428,1807,1522,1131,973,796,654,469,302,190,139,142
E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,21816,1212,1007,919,919,2653,3997,3519,2363,1582,1132,761,594,388,250,205,140,99,76
E05009319,Bow East,E09000030,Tower Hamlets,19523,1128,967,952,898,1495,3028,3122,2178,1430,960,849,787,568,379,283,191,143,165
E05009320,Bow West,E09000030,Tower Hamlets,13733,860,695,704,662,1228,1778,1760,1310,918,775,750,624,514,410,305,184,125,131
E05009321,Bromley North,E09000030,Tower Hamlets,11431,814,774,687,654,979,1410,1441,1140,858,677,539,468,340,256,139,104,88,63
E05009322,Bromley South,E09000030,Tower Hamlets,14226,928,950,1027,1035,1434,1906,1850,1302,1001,832,631,406,293,223,164,77,109,58
E05009323,Canary Wharf,E09000030,Tower Hamlets,17936,1056,768,776,835,1871,3195,2774,2037,1445,919,695,550,394,211,155,111,84,60
E05009324,Island Gardens,E09000030,Tower Hamlets,14871,1019,854,724,626,1251,1820,1936,1730,1350,911,665,648,424,301,249,148,109,106
E05009325,Lansbury,E09000030,Tower Hamlets,21741,1560,1559,1574,1656,2058,2743,2446,1881,1588,1129,1052,703,576,459,283,175,132,167
E05009326,Limehouse,E09000030,Tower Hamlets,6757,363,243,215,202,577,1073,1119,717,520,527,331,290,184,144,126,55,41,30
E05009327,Mile End,E09000030,Tower Hamlets,21807,1455,1487,1449,1304,2317,2917,2775,2143,1544,1259,946,610,499,363,264,183,141,151
E05009328,Poplar,E09000030,Tower Hamlets,7939,587,636,596,574,709,944,890,774,551,472,381,244,182,155,101,58,36,49
E05009329,St Dunstan's,E09000030,Tower Hamlets,14357,925,989,966,1257,1539,1720,1523,1166,995,888,655,557,342,255,228,117,131,104
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,12046,631,415,387,327,903,1934,1892,1285,1007,785,639,537,446,328,241,129,83,77
E05009331,St Peter's,E09000030,Tower Hamlets,19997,1092,1031,1101,1152,2085,2949,2707,1860,1399,1242,881,705,580,394,300,204,158,157
E05009332,Shadwell,E09000030,Tower Hamlets,12982,909,907,968,861,1286,1422,1349,1116,958,809,652,461,391,305,210,145,117,116
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,13242,665,624,580,741,1826,2349,1693,1172,859,668,532,378,414,280,134,129,113,85
E05009334,Stepney Green,E09000030,Tower Hamlets,12453,842,793,824,830,1308,1413,1212,975,901,761,630,493,428,316,253,186,157,131
E05009335,Weavers,E09000030,Tower Hamlets,13270,657,668,755,678,1372,2002,1728,1199,923,756,742,522,413,266,214,148,120,107
E05009336,Whitechapel,E09000030,Tower Hamlets,18992,1105,949,976,1206,2889,3200,2523,1630,1305,897,656,450,412,289,176,121,112,96
E05013882,Cann Hall,E09000031,Waltham Forest,16075,1093,1015,1035,956,991,1436,1654,1661,1355,1044,971,890,687,460,329,219,159,120
E05013883,Cathall,E09000031,Waltham Forest,10527,621,583,527,487,745,1153,1230,1072,779,741,646,595,432,282,255,166,106,107
E05013884,Chapel End,E09000031,Waltham Forest,14043,1050,1024,937,860,716,921,1330,1390,1400,1099,914,781,589,327,279,205,118,103
